gene,U_statistic_MWU,p_value_MWU,FDR,hbNeutrophils,htNeutrophils,fold_change
TRAK1,12104137.5,0.057166641,0.066305918,0.025515265,0.05352225,1.228181776
TRAM1,12141330.5,0.729166037,0.74657663,0.063510836,0.076586558,1.08134938
TRANK1,12846781.5,2.83972E-25,2.18923E-24,0.313173535,0.083120948,0.439440374
TRAPPC1,12585541.5,9.7887E-10,2.55337E-09,0.217173705,0.139176745,0.751916674
TRAPPC10,12176650,0.303431598,0.326379252,0.019339405,0.020420401,1.009273844
TRAPPC11,12198578.5,0.061900167,0.071497928,0.025227158,0.014305653,0.910809681
TRAPPC12,12329295.5,1.8888E-07,3.86964E-07,0.047464006,0.016669498,0.787166915
TRAPPC3,12117256.5,0.384703176,0.408827509,0.073856594,0.105143616,1.182878281
TRAPPC4,12146246,0.802658704,0.816007947,0.043280395,0.058100557,1.105477881
TRAPPC5,12387308,4.71332E-05,7.41451E-05,0.123907485,0.109532171,0.934992166
TRAPPC6B,12236467.5,0.004320796,0.005559179,0.037468546,0.02096063,0.877440498
TRAPPC8,12329514,0.000101086,0.000152745,0.100497613,0.062577405,0.808214665
TREM1,8027494,5.5423E-252,6.1242E-250,0.705299494,2.842833949,3.663514593
TREML2,12194344.5,0.373639765,0.397629477,0.08559788,0.08438473,0.993364325
TREML4,12167772,0.689078069,0.707717335,0.04533405,0.050103067,1.03345303
TRERF1,12251742,0.00095358,0.00130521,0.03909352,0.02208544,0.875232367
TRGC2,11958831,1.73218E-21,1.06869E-20,0.005558201,0.088485652,1.80682278
TRIB1,8426154,0,0,0.130217093,1.629839149,7.593437134
TRIB3,12178527,0.438439379,0.462534762,0.032942729,0.040632834,1.05907864
TRIM11,12343557.5,4.9939E-06,8.73989E-06,0.072850331,0.038087786,0.795604452
TRIM13,12227188.5,0.008360326,0.010490268,0.034377518,0.019827418,0.889438652
TRIM14,12302469,2.59832E-05,4.2001E-05,0.050602808,0.025517379,0.830305889
TRIM21,12574009.5,3.91435E-15,1.58766E-14,0.159541823,0.062419845,0.621749593
TRIM22,12285985.5,0.03760465,0.044290036,0.197104904,0.202216552,1.017367095
TRIM23,12382527.5,1.21257E-10,3.40095E-10,0.065827082,0.013470664,0.678896658
TRIM24,12497440,3.23413E-14,1.2334E-13,0.096230285,0.024953218,0.631557029
TRIM25,12273083,0.115356742,0.12984978,0.267583329,0.288738525,1.057989967
TRIM26,12172737,0.576418727,0.598284321,0.053255378,0.055781005,1.016783816
TRIM27,12514135,1.59567E-15,6.67302E-15,0.114056547,0.02361106,0.571918662
TRIM28,12167061,0.748570786,0.765172154,0.057822582,0.072248471,1.093041973
TRIM33,12273465,0.130636593,0.146132486,0.344732779,0.37319175,1.064393031
TRIM34,12302666,5.39655E-06,9.41365E-06,0.053267658,0.018185356,0.766882902
TRIM38,12541956.5,1.20605E-07,2.53535E-07,0.282761756,0.191860724,0.760778128
TRIM39,12056017,0.002666123,0.003495484,0.038054722,0.066492209,1.210213218
TRIM41,13344542,4.28215E-46,6.92455E-45,0.344167279,0.108896777,0.466980365
TRIM46,12734453.5,8.54917E-26,6.77255E-25,0.125177494,0.026509629,0.556353571
TRIM5,12218999,0.018363584,0.022339552,0.031303135,0.015414411,0.876378961
TRIM52,12375037,1.18837E-10,3.33417E-10,0.048730273,0.008818426,0.726546539
TRIM56,13687119,5.25218E-48,8.98185E-47,0.634389819,0.29464975,0.535629573
TRIM58,12601561,1.26045E-16,5.6968E-16,0.121354232,0.044106222,0.646589595
TRIM65,12957138,4.55055E-32,4.81241E-31,0.215392091,0.058855437,0.499269575
TRIM66,12255793,0.000136881,0.000203938,0.028394019,0.011221594,0.863297065
TRIM69,12274119.5,0.014344358,0.017594141,0.103832052,0.09012992,0.931849376
TRIM72,12681459,3.71548E-15,1.51269E-14,0.195811777,0.107149619,0.697436274
TRIM8,12728131,8.73482E-24,6.14074E-23,0.193077996,0.046296948,0.494385913
TRIML2,12773322.5,8.53891E-29,7.74704E-28,0.1322124,0.021254027,0.516388351
TRIOBP,12947654,3.26299E-27,2.78453E-26,0.263370207,0.102311953,0.553353844
TRIP11,12375223,1.20629E-08,2.82297E-08,0.065162876,0.02516167,0.753668053
TRIP12,12040096.5,0.093530557,0.106224782,0.279524478,0.342503772,1.167165121
TRIP13,12300800.5,1.67582E-05,2.77128E-05,0.045034292,0.0227794,0.843560549
TRIP4,12210010.5,0.018653699,0.022686077,0.022840785,0.015571566,0.939456129
TRIQK,12227659,0.049890135,0.058155677,0.060855406,0.039852189,0.867135464
TRIR,12436295.5,5.50785E-06,9.59615E-06,0.181313892,0.140541824,0.853621387
TRMT10B,12695254.5,4.91105E-17,2.27939E-16,0.178321951,0.091224208,0.683909075
TRMT112,11905314.5,4.61001E-06,8.09899E-06,0.119049864,0.206710689,1.405322248
TRMT1L,12246036,0.00416557,0.005365872,0.053303421,0.039528928,0.908492127
TRMT2B,12524864,1.07471E-15,4.53399E-15,0.094267909,0.024061483,0.633372339
TRNAU1AP,12531398,5.0414E-13,1.73877E-12,0.110062077,0.043113814,0.677025626
TROAP,12231408,0.003096922,0.004036958,0.024640672,0.015524311,0.925193077
TROVE2,12265990.5,0.008229348,0.010334948,0.084844573,0.06225963,0.875954003
TRPC4AP,12294897.5,0.008448966,0.01059378,0.127793617,0.115932766,0.947289356
TRPM1,12596684.5,3.22189E-18,1.61827E-17,0.109626711,0.030856052,0.619191757
TRPM3,12575000,2.6719E-14,1.02306E-13,0.120250743,0.055596014,0.702703082
TRPM6,12496347,8.82702E-11,2.50676E-10,0.117223243,0.063800335,0.750881501
TRPM7,12657374,7.99981E-17,3.66896E-16,0.1528728,0.075140298,0.689190999
TRPV3,12765948,9.34336E-24,6.5632E-23,0.165332048,0.0513229,0.56577303
TRUB2,12335490,8.75487E-07,1.67462E-06,0.054334818,0.02504276,0.806728798
TSC1,12146420,0.722443073,0.739956844,0.019144874,0.023992142,1.041654146
TSC2,12738694,9.12649E-22,5.72915E-21,0.169378191,0.061510354,0.595398591
TSC22D1-AS1,12273410,2.13474E-05,3.48538E-05,0.029028585,0.010931734,0.856662145
TSC22D2,11926323.5,3.06878E-12,9.8841E-12,0.029221118,0.093662673,1.509638378
TSC22D3,14957867.5,1.07832E-83,3.50718E-82,3.212995109,1.956453225,0.620405284
TSC22D4,13832939,1.17951E-66,3.0621E-65,0.543344341,0.149227212,0.38473887
TSEN34,13781125,1.15409E-53,2.35156E-52,0.791720946,0.326894375,0.477103397
TSG101,12116877,0.54276818,0.565263285,0.168915949,0.206295244,1.140449492
TSHZ2,12317203,1.80745E-07,3.71267E-07,0.037902049,0.009891983,0.792712387
TSHZ3,12315496.5,3.10654E-07,6.23695E-07,0.049313167,0.011548992,0.742290377
TSIX,12801788.5,3.23278E-18,1.62279E-17,0.246394322,0.137529792,0.683182314
TSN,12195844,0.144616613,0.161040128,0.037139579,0.035814444,0.990137736
TSNAX,12614838,1.54794E-16,6.97421E-16,0.133905913,0.054524613,0.656551952
TSPAN10,12551646,1.3923E-11,4.26295E-11,0.139322617,0.072819014,0.718856882
TSPAN14,13038729.5,1.42782E-21,8.84712E-21,0.45371139,0.299348548,0.719817067
TSPAN2,12621368,1.11378E-18,5.7864E-18,0.162587408,0.044035079,0.543699458
TSPAN3,12690911.5,3.96124E-17,1.85151E-16,0.171960049,0.086761467,0.683493827
TSPAN31,12300102.5,0.000667799,0.000926704,0.067530594,0.054326353,0.919855358
TSPAN32,12238901.5,0.000457883,0.000644536,0.024048218,0.009186383,0.877451159
TSPAN6,12398143,1.84607E-12,6.06376E-12,0.048787551,0.005291396,0.702105786
TSPO,14015387,5.25734E-67,1.3773E-65,0.770212332,0.280615737,0.435582443
TSPOAP1,12234466,0.001913812,0.002543192,0.023567929,0.015076218,0.929699991
TSPYL1,12181350.5,0.369467024,0.393383111,0.038400853,0.036966219,0.98942208
TSR1,12743400,2.13833E-22,1.39201E-21,0.15709717,0.053147074,0.591265333
TSR3,12237637.5,0.002455989,0.003230302,0.073925335,0.02785752,0.730833475
TSSC4,12166405.5,0.665620144,0.685094342,0.033718491,0.029708818,0.969378492
TST,12480819,4.49363E-14,1.69351E-13,0.103265209,0.020331448,0.586344118
TSTA3,12186005.5,0.200827341,0.220838333,0.023436144,0.020481166,0.975510011
TSTD1,12470584,8.72508E-09,2.07452E-08,0.174556489,0.09154674,0.694571207
TTBK2,12474708.5,5.0111E-15,2.01543E-14,0.072878787,0.013348333,0.650033553
TTC1,12141881,0.79578152,0.809876127,0.118753807,0.136090762,1.080271733
TTC14,12233906,0.010688196,0.013258717,0.041321914,0.035961058,0.961306433
TTC17,12233581,0.01201517,0.01484075,0.049043423,0.031967179,0.883253687
TTC19,11613895,3.57003E-14,1.35491E-13,0.205032129,0.423537231,1.722912444
TTC3,13808148,7.91048E-75,2.3112E-73,0.463172665,0.087934121,0.330406101
TTC31,12211584.5,0.024123706,0.028994871,0.023658267,0.021460711,0.981820769
TTC32,12223869,0.002224143,0.002939875,0.023858652,0.010304309,0.88805759
TTC39A,12411261,1.63688E-11,4.98701E-11,0.057825908,0.014791639,0.722449878
TTC39B,12663083,3.34767E-22,2.1597E-21,0.121895886,0.025387931,0.559566581
TTC5,12381693.5,8.10807E-09,1.93476E-08,0.06277478,0.023411364,0.753977593
TTC7B,12395136,4.60571E-09,1.12678E-08,0.0640432,0.027585414,0.773930066
TTC8,12276557,1.10026E-05,1.85834E-05,0.028757644,0.009360008,0.846028727
TTC9,12258123,1.23343E-05,2.06666E-05,0.036893657,0.007641062,0.781889422
TTC9C,12759824,6.69626E-27,5.59255E-26,0.142196271,0.026471424,0.516646649
TTF1,12393964,1.7262E-09,4.4005E-09,0.075968472,0.033385968,0.754132655
TTF2,12639083,1.11807E-19,6.2339E-19,0.118290156,0.036103797,0.618650778
TTL,12927123.5,8.60938E-26,6.81398E-25,0.240047614,0.105683687,0.601615703
TTLL10,12256164.5,0.001602511,0.002143396,0.036470908,0.023502227,0.902998328
TTLL3,12519102.5,9.82899E-12,3.04187E-11,0.124008392,0.060712449,0.713894561
TTLL4,12305554.5,0.000112493,0.000169004,0.064910091,0.043407258,0.867376673
TTLL7,14439544,3.92215E-67,1.03379E-65,1.295807874,0.715753587,0.583603163
TTLL9,12307607,5.213E-07,1.02582E-06,0.037597337,0.010301591,0.797542154
TTN,12295774,1.33289E-06,2.49363E-06,0.034856578,0.00878161,0.802583669
TTN-AS1,12295906,7.97091E-05,0.000122179,0.064466405,0.029304119,0.782533967
TTPAL,11684882.5,6.00635E-12,1.89352E-11,0.149629544,0.326859245,1.717953312
TTYH1,12514641.5,1.24925E-13,4.52596E-13,0.09161923,0.033177473,0.69052853
TTYH3,12218879.5,0.011339179,0.014027901,0.028617902,0.015226488,0.893585864
TUBA1A,13273098,8.99728E-22,5.65627E-21,1.058765463,1.007593893,0.955733552
TUBA1B,12100788,0.407304007,0.431536968,0.19477441,0.22795496,1.113632432
TUBA1C,12054162.5,0.000441305,0.00062242,0.023611726,0.060747797,1.307325569
TUBA3FP,12406679.5,4.39358E-10,1.17713E-09,0.06997235,0.024140007,0.725878003
TUBA4A,13086290,8.42746E-24,5.93434E-23,0.514902971,0.2760252,0.609758147
TUBA4B,12657440,3.56966E-16,1.56654E-15,0.171395187,0.07966481,0.658512126
TUBB,12217928.5,0.193456115,0.21303159,0.105655457,0.115335309,1.047712209
TUBB4B,11891051,1.81596E-06,3.33727E-06,0.10742718,0.200404627,1.454320395
TUBD1,12927523,4.6406E-30,4.50421E-29,0.210511351,0.060656194,0.513039703
TUBE1,12251447.5,8.64667E-05,0.000131787,0.02314868,0.008262269,0.876331202
TUBGCP2,12698819,7.79942E-16,3.32953E-15,0.189798444,0.109688883,0.720894953
TUBGCP3,12252583,0.001219685,0.001652383,0.040761882,0.018676559,0.839945669
TUBGCP4,12634464.5,2.76988E-17,1.306E-16,0.133196157,0.05550911,0.66284691
TUBGCP5,12307210,4.2436E-08,9.36394E-08,0.031647135,0.00396519,0.785197586
TUFM,12177430,0.347621353,0.371269943,0.031229015,0.030863972,0.997158175
TUG1,12247650,0.107186369,0.121095729,0.151597803,0.156767209,1.020775492
TUSC2,12308581.5,1.18702E-05,1.99394E-05,0.067622907,0.023482765,0.732236412
TWF1,12125490.5,0.260069806,0.281706882,0.02620288,0.031933246,1.046427015
TWF2,12798574,2.73722E-26,2.22988E-25,0.178543765,0.048129137,0.527086218
TWSG1,12210804.5,0.114940291,0.129431718,0.048495246,0.051518046,1.020743928
TXK,12707167.5,2.14566E-25,1.66308E-24,0.124148269,0.021242174,0.535145716
TXN,12149795.5,0.96548677,0.968070088,0.820146197,0.953165429,1.145000519
TXN2,12338225.5,1.65061E-05,2.73273E-05,0.081027739,0.056906079,0.864676841
TXNDC11,12055909,0.000855914,0.001177138,0.02889614,0.07287844,1.348731886
TXNDC12,12205226.5,0.367401499,0.391280553,0.158342373,0.15895805,1.002409063
TXNDC15,12367569.5,8.1635E-09,1.94533E-08,0.060548429,0.017987949,0.730242244
TXNDC17,12448788,1.06098E-09,2.75523E-09,0.102615683,0.044150356,0.707439634
TXNIP,19095556.5,0,0,8.159398401,2.269553537,0.286652072
TXNL1,12308795,0.006914009,0.008737835,0.130905731,0.130276669,0.997242532
TXNL4A,12483214,2.76794E-07,5.58448E-07,0.160146058,0.136569182,0.908393277
TXNRD1,12222726.5,0.231567904,0.25254761,0.152763839,0.169547583,1.067138102
TYK2,12767183.5,6.56701E-18,3.22146E-17,0.271626302,0.146528742,0.66084512
TYMP,13236728.5,7.941E-20,4.46177E-19,1.027301904,0.772586028,0.77349054
TYRO3,12782017,4.38401E-26,3.53799E-25,0.155648148,0.039803459,0.541885314
TYROBP,14264801.5,7.16593E-44,1.09315E-42,5.155725484,3.824973953,0.746665868
TYW5,12588003.5,2.22056E-14,8.55947E-14,0.129047609,0.056394722,0.678913688
U2AF1L4,12072412.5,0.003519406,0.004564213,0.027602202,0.049505804,1.175472048
U2AF2,12245529,0.070621943,0.081158737,0.124613103,0.112925129,0.947312937
U2SURP,12173000.5,0.534307055,0.557124668,0.038459842,0.035041868,0.974809377
U52111.1,12944029,2.50863E-36,3.04534E-35,0.178927004,0.026904567,0.44949632
U62317.5,12160790.5,0.861295446,0.871303456,0.061993258,0.065957395,1.024897575
U73166.1,12335200,5.22893E-08,1.14561E-07,0.043710281,0.014639714,0.793730404
U91328.2,12192358,0.140564583,0.156750697,0.024040177,0.020834351,0.973563406
UACA,12339339,4.58321E-08,1.00824E-07,0.045519005,0.011241355,0.759865483
UBA1,12752788,5.48722E-13,1.88724E-12,0.371289506,0.24176649,0.723545069
UBA2,12470347.5,5.56444E-11,1.60993E-10,0.098192289,0.044024815,0.722810586
UBA3,12307741,6.05665E-05,9.41259E-05,0.072714184,0.039426117,0.804117225
UBA52,12652948.5,2.79297E-06,5.02664E-06,0.630950629,0.567595551,0.912994727
UBA6,12321344.5,1.85025E-05,3.04455E-05,0.066704868,0.03237717,0.790594624
UBA7,12202780,0.058876451,0.068178978,0.025695662,0.017771116,0.935530964
UBAC1,12265217,0.000143815,0.000213714,0.044332026,0.016755658,0.805191874
UBAC2,12307999,1.54216E-05,2.56006E-05,0.077461634,0.035344712,0.758899499
UBALD1,12113622.5,0.159004174,0.176287236,0.030063072,0.047116168,1.133972951
UBALD2,14316463.5,1.60238E-65,4.07402E-64,1.38332913,0.668128339,0.516936934
UBAP1,11591063,1.22594E-18,6.34615E-18,0.161008788,0.323597042,1.62961764
UBAP2,12158319.5,0.89304777,0.900781596,0.027039381,0.037824528,1.086792273
UBAP2L,12090348,0.075416568,0.086472716,0.048771509,0.084213474,1.242759767
UBASH3B,12178356.5,0.464322266,0.488048001,0.044231237,0.046800762,1.018164863
UBB,11110716,6.42681E-33,7.09253E-32,0.338999318,0.88862415,2.259960528
UBC,13117812,1.52312E-12,5.03752E-12,1.587111763,1.526902881,0.964253646
UBE2A,12083734.5,0.147007668,0.163554807,0.098875982,0.133207734,1.175072217
UBE2B,10551992,4.61429E-32,4.87384E-31,1.596589102,2.421975794,1.487294868
UBE2D1,12725046,2.9449E-10,8.02723E-10,0.426599723,0.32607678,0.80809796
UBE2D2,12478828,6.26262E-07,1.22232E-06,0.202190725,0.141185697,0.796252776
UBE2D3,12801301,1.68416E-07,3.476E-07,1.115680844,0.967777098,0.878058298
UBE2E1,11959777.5,2.389E-09,6.0049E-09,0.029974099,0.087776193,1.454423869
UBE2E3,12294632.5,1.21081E-05,2.03192E-05,0.057053196,0.017295835,0.742300063
UBE2F,12341905,1.04385E-05,1.76828E-05,0.075670108,0.046402788,0.830721643
UBE2G1,12402034.5,4.14637E-08,9.16113E-08,0.108536124,0.055326087,0.741398389
UBE2G2,12818408.5,8.68379E-25,6.48014E-24,0.18198929,0.068024158,0.591835637
UBE2H,12134279.5,0.74352158,0.76055216,0.187953503,0.197975963,1.03514457
UBE2I,12384388.5,0.000538942,0.000754572,0.206554035,0.186674086,0.934557761
UBE2J1,12718001.5,4.4741E-17,2.08332E-16,0.278200843,0.11019967,0.552504481
UBE2J2,12388470,3.03818E-08,6.81753E-08,0.083633546,0.043924808,0.780442552
UBE2K,12160461.5,0.889488881,0.897717174,0.075330004,0.082902693,1.043885775
UBE2L3,12354524.5,9.37569E-05,0.000142445,0.12728027,0.085482708,0.813823302
UBE2L5,12183396,0.482214143,0.505867052,0.072210752,0.080783627,1.050596751
UBE2L6,12318412,0.012571777,0.015499378,0.238344023,0.217510957,0.93791711
UBE2M,12212728.5,0.306137531,0.329084483,0.17402613,0.160697606,0.950862705
UBE2N,12103233,0.14299166,0.159312967,0.055650806,0.073672879,1.117887376
UBE2O,12220507,0.008462906,0.010609715,0.023876864,0.016016443,0.935092236
UBE2Q1,12176737.5,0.642191337,0.662403917,0.1007081,0.11149207,1.054483028
UBE2R2,14034121.5,2.95922E-53,5.98722E-52,1.177078242,0.633709025,0.573594888
UBE2S,12065078.5,0.006817564,0.008624774,0.033109403,0.073327047,1.308573852
UBE2V1,11959072,1.34577E-05,2.24747E-05,0.074521897,0.157788446,1.484822595
UBE2V2,12212450.5,0.184877104,0.204053753,0.081659203,0.084328377,1.014921273
UBE2W,11950132,0.00187428,0.002493736,0.198640695,0.305617963,1.361574317
UBE2Z,12179386,0.366032521,0.389870773,0.032232291,0.028566541,0.971683611
UBE3A,12224868,0.026326007,0.031531942,0.037108309,0.027182746,0.926112162
UBE3B,12307780,1.3764E-06,2.57058E-06,0.045825767,0.015332186,0.786833154
UBE3C,12291750.5,1.62895E-05,2.69791E-05,0.040366126,0.016326529,0.825281763
UBE3D,12237436.5,0.004012699,0.005180565,0.030528405,0.022854198,0.939929312
UBE4A,12195207.5,0.260168469,0.281749905,0.055528241,0.049961128,0.963554751
UBE4B,12593828,3.52067E-13,1.23052E-12,0.165673203,0.082837727,0.684913693
UBIAD1,12370068.5,8.52952E-06,1.45807E-05,0.090130526,0.060061761,0.839509189
UBL3,12197890.5,0.445991362,0.470189909,0.15554176,0.164168149,1.034127923
UBL5,12580405,1.50603E-05,2.50347E-05,0.533326695,0.497958849,0.943909639
UBL7,12168047.5,0.618272647,0.638802678,0.030034516,0.030869988,1.006565126
UBLCP1,12366221,0.000529121,0.000741303,0.157130907,0.141678292,0.939247947
UBN1,13762405,1.95483E-68,5.21632E-67,0.576422521,0.123511685,0.327673395
UBN2,12404013.5,4.36954E-10,1.17142E-09,0.070422482,0.025834516,0.734036625
UBOX5,12430476,1.54292E-10,4.28568E-10,0.076026651,0.029269143,0.730117239
UBQLN1,12060734.5,0.036927527,0.043528221,0.076279652,0.113493767,1.21448541
UBQLN2,12335772,3.2881E-05,5.24817E-05,0.090914551,0.060750994,0.839674159
UBR1,12073279.5,0.004017701,0.005185469,0.022311438,0.058654741,1.304036541
UBR2,13155029.5,4.85806E-41,6.94388E-40,0.324354634,0.078741244,0.417396755
UBR3,12236488.5,0.001256374,0.001699151,0.030250411,0.011080716,0.849619897
UBR4,12503927,1.20615E-05,2.02489E-05,0.291449258,0.26984383,0.944412437
UBR5,12512407,7.85035E-11,2.24047E-10,0.132588488,0.073589596,0.743274368
UBR5-AS1,12309338,0.000167349,0.000246141,0.080125501,0.04779716,0.817714493
UBTD1,12299952.5,8.36022E-07,1.60375E-06,0.038293227,0.008206223,0.777984794
UBTF,12298291.5,3.84395E-05,6.09251E-05,0.054135264,0.029132063,0.8348095
UBXN1,12215552,0.21395961,0.234411831,0.10522069,0.10592548,1.00348139
UBXN2A,13396077.5,1.01968E-47,1.73346E-46,0.349308385,0.116096432,0.477727298
UBXN2B,12249383,0.220098859,0.240801227,0.281188248,0.284398035,1.008482237
UBXN4,12222768.5,0.300814727,0.323806936,0.241038706,0.218295762,0.932765545
UBXN6,12295471,0.00011188,0.00016817,0.059873396,0.030915181,0.815667743
UBXN7,12553357,4.44994E-13,1.54032E-12,0.141916543,0.076717367,0.727361031
UCKL1-AS1,12391034,1.2632E-09,3.25584E-09,0.060174565,0.022616783,0.761385018
UCP2,12391357,2.65473E-08,5.99139E-08,0.085048919,0.029749199,0.696611219
UEVLD,12563639,2.45924E-16,1.09315E-15,0.120757245,0.038688859,0.623508041
UFC1,12045134,0.000143294,0.000212976,0.026057747,0.067465888,1.33588072
UFD1,12337890,2.73164E-05,4.4024E-05,0.095963054,0.058018523,0.803587116
UFM1,12061634,0.000662476,0.000919466,0.03134586,0.059989882,1.222788636
UGCG,11888321,3.60376E-14,1.36711E-13,0.041407346,0.128405105,1.627545127
UGGT1,12656696,6.07116E-17,2.80576E-16,0.15692893,0.059109372,0.615116171
UGGT2,12262664,6.62881E-05,0.000102611,0.031072626,0.010579321,0.840266883
UGP2,12296200.5,0.013357914,0.016433323,0.145906435,0.142040149,0.984097929
UGT1A10,12286745,4.5411E-07,8.97907E-07,0.026848666,0.006006821,0.832019766
UGT2B15,12327746.5,1.67059E-08,3.86339E-08,0.041477004,0.008596392,0.76293981
UHMK1,12146878.5,0.779804598,0.79464836,0.031050088,0.044345955,1.103651582
UHRF1BP1,12262066,0.000442331,0.000623765,0.034515277,0.020331756,0.892336865
UHRF1BP1L,12283067.5,0.000926551,0.001270837,0.067756459,0.049105806,0.886952713
UIMC1,12553115,3.75746E-15,1.52834E-14,0.146336629,0.047252855,0.593187301
ULK1,13142438.5,6.16147E-29,5.62561E-28,0.520539316,0.229205278,0.528405492
UMAD1,12185807,0.212528684,0.232932951,0.031416209,0.023933988,0.941836302
UNC119,12487773,5.24259E-10,1.3942E-09,0.147089037,0.071108151,0.689002596
UNC13A,12236697.5,0.000982026,0.001342014,0.022996089,0.010199411,0.893556715
UNC13C,12307032.5,1.14249E-05,1.92402E-05,0.044399361,0.023910408,0.85532842
UNC13D,13121188.5,2.08853E-35,2.47607E-34,0.313622025,0.09613728,0.470642406
UNC45A,12438872.5,1.92827E-11,5.83558E-11,0.081936637,0.024410861,0.678916046
UNC50,12245692,0.00022213,0.000322367,0.024456643,0.008749776,0.87091786
UNC93B1,12631367,2.68652E-17,1.26947E-16,0.154807189,0.056029192,0.608073154
UNKL,12551274.5,1.74146E-15,7.25454E-15,0.121133581,0.033939947,0.600685165
UPB1,12447389.5,1.04917E-05,1.77657E-05,0.182854925,0.151301218,0.887340161
UPF1,12606061.5,3.59103E-15,1.46272E-14,0.156559771,0.066009683,0.643200594
UPF2,12531762,1.37076E-12,4.55106E-12,0.180825418,0.05680039,0.553946951
UPF3A,12345630,2.0836E-06,3.80801E-06,0.06862269,0.031653534,0.777089083
UPK1B,12268101,0.002123483,0.00281444,0.049803218,0.03639745,0.908821508
UPP1,11355444,2.90192E-52,5.68446E-51,0.085044816,0.337693864,2.386130199
UPRT,12256407,2.31656E-05,3.76584E-05,0.024866982,0.0050442,0.837639969
UQCR10,12267549,0.013419075,0.016506209,0.083365384,0.076272859,0.960725798
UQCR11,12892183,9.3213E-17,4.24856E-16,0.425726016,0.264216276,0.691156763
UQCRB,12289256.5,0.045318756,0.053006155,0.252040174,0.272894784,1.059710042
UQCRC1,12160652.5,0.840227232,0.851289351,0.035709916,0.042750795,1.05296504
UQCRC2,11975926,6.80472E-05,0.00010522,0.080423793,0.156408636,1.427726203
UQCRFS1,12197349.5,0.150112855,0.166923326,0.032740252,0.029910327,0.978225442
UQCRH,12135452.5,0.649586471,0.669791338,0.058791282,0.084390881,1.164083359
UQCRHL,12269724.5,0.000144654,0.000214776,0.035138679,0.019338296,0.880628593
